country,year,yearly
China,1965,374.58441191767895
China,1965,332.89929818894865
China,1965,40.40506016646112
China,1965,171.42553617025516
China,1965,136.73841985198388
China,1965,142.2251142618979
China,1965,102.57791734812967
China,1965,321.64347231568377
China,1965,598.139267939382
China,1965,96.21994473098809
China,1965,233.1962561974576
China,1965,109.45810460509142
China,1965,155.86506379757654
China,1965,609.7493147635993
China,1965,60.82189706809463
China,1965,134.50143915572568
China,1965,222.55559058964155
China,1965,290.46254218605293
China,1965,365.16421185799857
China,1965,149.97246097958063
China,1965,179.58581665609518
China,1965,206.263041445564
China,1965,198.31990055360714
China,1965,508.1419574458311
China,1965,191.8367069114498
China,1965,169.00203143176606
China,1965,74.81627277698253
China,1965,184.3730775061516
China,1965,185.4605573361983
China,1965,39.93403874573133
China,1965,61.00344653363632
China,1965,164.55100678635702
China,1965,310.2902145353873
China,1965,428.2567323887677
China,1965,335.88712124111333
China,1965,106.8480561600172
China,1965,182.69614820009596
China,1965,307.3591080186981
China,1965,79.84450054779296
China,1965,299.5595259543302
China,1965,178.7224023859502
China,1965,185.53984154633088
China,1965,164.10804270278976
China,1965,85.21913471658016
China,1965,114.22764100277274
China,1965,356.96044643027733
China,1965,35.03013563096111
China,1965,205.94418851350383
China,1965,300.6817102610818
China,1965,121.65017168115509
China,1965,175.67501405863996
China,1965,176.3025548961532
China,1965,335.7400406822677
China,1965,339.090962278328
China,1965,40.403312948513666
China,1965,338.7245811835298
China,1965,27.32477190816965
China,1965,79.67139828411523
China,1965,217.041616075918
China,1965,109.18675546165247
China,1965,576.6461702269096
China,1965,371.12965555643126
China,1965,311.87280509890815
China,1965,263.21122627027177
China,1965,158.73921063222662
China,1965,620.7916238548424
China,1965,347.13332134103655
China,1965,266.01225895323046
China,1965,62.88674725921647
China,1965,108.14264273571665
China,1965,243.84406218140018
China,1965,117.8927179450062
China,1965,270.61009157173163
China,1965,51.760080775607356
China,1965,258.52047004826085
China,1965,469.3976772104314
China,1965,70.60010055148014
China,1965,481.31028323644256
China,1965,84.88571949307612
China,1965,238.14094833603377
China,1965,281.9597946366862
China,1965,378.7745354315327
China,1965,110.36409595125654
China,1965,191.22208794250906
China,1965,53.19934762249578
China,1965,377.14193805290773
China,1965,228.4604960808929
China,1965,378.31661011460676
China,1965,86.20733951751272
China,1965,704.0078425393738
China,1965,91.55610599722414
China,1965,195.65226482887704
China,1965,104.9779636289612
China,1965,306.05113531301754
China,1965,505.07862540942904
China,1965,325.52355635694596
China,1965,174.41001941141275
China,1965,121.2948864638133
China,1965,157.95587031602835
China,1965,334.11514587612896
China,1965,166.78489374976448
China,1965,373.3972001633921
China,1965,209.8849952524509
China,1965,79.68458356266481
China,1965,1614.3178436137925
China,1965,295.7543471602812
China,1965,95.98977160683768
China,1965,156.46572415120252
China,1965,312.9234718830221
China,1965,396.37932171587335
China,1965,159.7681424014371
China,1965,203.48425297567698
China,1965,512.5458340632429
China,1965,364.4038285423985
China,1965,193.81363612340604
China,1965,328.30444715804333
China,1965,315.7336264688696
China,1965,267.7481969749343
China,1965,119.56525589894991
China,1965,621.6667235067522
China,1965,353.2928807943334
China,1965,172.94714687325916
China,1965,339.65557269743954
China,1965,264.1351266129001
China,1965,182.095705957632
China,1965,53.57611668172744
China,1965,287.0941756962618
China,1965,153.53866670526358
China,1965,344.92092686384603
China,1965,290.4066738565605
China,1965,113.40729798114306
China,1965,290.6285936877428
China,1965,95.53931295650744
China,1965,269.6148022211383
China,1965,208.54767891492125
China,1965,350.3543591812831
China,1965,307.5402666638444
China,1965,199.3055038468278
China,1965,181.83221802894997
China,1965,231.57950343456315
China,1965,250.82758007541793
China,1965,31.124627497249197
China,1965,255.93696307324547
China,1965,76.44766036100299
China,1965,411.61695774876
China,1965,704.6166002613884
China,1965,490.4429290570099
China,1965,287.7097488336754
China,1965,497.5020325871121
China,1965,143.76503717931269
China,1965,127.90754512086178
China,1965,128.51924580296844
China,1965,117.47506603206389
China,1965,87.53711076937043
China,1965,122.78950800811029
China,1965,303.41904355900607
China,1965,150.7046518273522
China,1965,374.71176557947297
China,1965,108.71110727718684
China,1965,212.0308520050455
China,1965,253.00416022191234
China,1965,302.0946848112942
China,1965,354.4586029333681
China,1965,136.5081253565316
China,1965,101.0019336330083
China,1965,211.55068901873747
China,1965,67.25010954148452
China,1965,189.85874324320736
China,1965,972.2545366099977
China,1965,295.3169575114598
China,1965,64.89106907486244
China,1965,338.9740459023516
China,1965,88.6299208305915
China,1965,248.16049071797772
China,1965,338.7241356820443
China,1965,380.63564298642996
China,1965,391.30726141096284
China,1965,201.5767281139782
China,1965,191.83868530764235
China,1965,128.10859030568378
China,1965,776.6371259927929
China,1965,225.9214700531549
China,1965,337.0797270775016
China,1965,129.0828595155631
China,1965,213.78801326367093
China,1965,72.29306094872301
China,1965,373.51911357543446
China,1965,374.84284677578427
China,1965,301.1778007745158
China,1965,257.80970414076603
China,1965,798.171176684583
China,1965,424.99373549015513
China,1965,383.9936665257279
China,1965,569.1960660148875
China,1965,252.11561457664496
China,1965,314.5590257335148
China,1965,480.164904229445
China,1965,155.5044929327303
China,1965,971.9888271909322
China,1965,425.7454826968401
China,1965,598.0936575594752
China,1965,384.22610432535043
China,1965,300.53290733712447
China,1965,349.5166055449114
China,1965,364.0259095066921
China,1965,186.0739712941536
China,1965,288.5486558084147
China,1965,185.9078458656005
China,1965,386.2390857920546
China,1965,180.76792990570235
China,1965,132.3675256665893
China,1965,203.72473891266574
China,1965,99.60660233654727
China,1965,275.6114311949192
China,1965,162.7382506868103
China,1965,432.57936886764355
China,1965,170.3892854795038
China,1965,513.0234884485089
China,1965,205.90104905806385
China,1965,243.7237972951029
China,1965,122.51058878858339
China,1965,119.77940667334877
China,1965,169.88570043587947
China,1965,103.48925890191383
China,1965,424.38404667601884
China,1965,155.02032039291976
China,1965,360.5949453566259
China,1965,160.81092943326433
China,1965,133.464794221182
China,1965,268.29170920695645
China,1965,220.4040873927564
China,1965,325.26073240488046
China,1965,71.66432231492026
China,1965,283.73227569161617
China,1965,116.0774597471793
China,1965,111.46770585992081
China,1965,473.5206840882175
China,1965,180.00578067072823
China,1965,291.23605445477295
China,1965,428.5358088787364
China,1965,86.27467157165778
China,1965,218.8047731013701
China,1965,127.30422830059292
China,1965,159.2157782248294
China,1965,96.37780330126652
China,1965,300.0461205051634
China,1965,18.727602525896835
China,1965,99.04244529850955
China,1965,610.0790065588742
China,1965,279.55738449104564
China,1965,143.5310202730497
China,1965,292.15034334832797
China,1965,288.4717812407965
China,1965,245.8395767670636
China,1965,137.4103613689256
China,1965,167.5860250827058
China,1965,802.7123117222496
China,1965,589.6451429731906
China,1965,79.83778213233762
China,1965,99.40222762193957
China,1965,120.83131630485012
China,1965,417.04656256316844
China,1965,571.0156183366763
China,1965,120.31910515256418
China,1965,219.54944194484696
China,1965,284.4043625190842
China,1965,131.4042815810539
China,1965,356.51194624079335
China,1965,100.07557568795855
China,1965,278.23180897831213
China,1965,243.87626778735063
China,1965,216.21744982807442
China,1965,125.28313746507564
China,1965,310.5632055853317
China,1965,167.5375542580111
China,1965,45.89265737334752
China,1965,129.91932883753626
China,1965,160.13280648898092
China,1965,311.77011705784497
China,1965,395.5708613982722
China,1965,80.50201122164565
China,1965,121.10070781794865
China,1965,367.6656099489619
China,1965,35.36926724943105
China,1965,203.83993384293973
China,1965,99.55929123551338
China,1965,473.2997327906901
China,1965,311.47082323877464
China,1965,340.4478751412767
China,1965,314.34635536735954
China,1965,306.71846537479877
China,1965,186.5684128451261
China,1965,274.315508657984
China,1965,358.79579724511075
China,1965,101.13213323877798
China,1965,142.83757614108333
China,1965,348.88542607398887
China,1965,93.10753444466015
China,1965,443.31959664521764
China,1965,350.5269321724093
China,1965,159.87795549672913
China,1965,136.97112971025803
China,1965,270.6587224381637
China,1965,142.27840626342154
China,1965,240.16172649025629
China,1965,298.53510384592846
China,1965,121.83828294506193
China,1965,243.74785712161474
China,1965,125.3959514849973
China,1965,85.52817861367693
China,1965,35.94350894844434
China,1965,140.40291775337448
China,1965,324.1159316927369
China,1965,207.68013087453056
China,1965,243.42715857136358
China,1965,182.91177826396327
China,1965,161.4823968882607
China,1965,116.69053703479372
China,1965,233.02091801149433
China,1965,101.26561223425354
China,1965,79.45586031110892
China,1965,464.4263100336721
China,1965,69.54464776201688
China,1965,712.0430019741912
China,1965,130.54814590031802
China,1965,215.547659029561
China,1965,218.39005193661438
China,1965,402.9601234146646
China,1965,466.7899278557627
China,1965,245.06473769097835
China,1965,324.5270834852658
China,1965,295.8882919733352
China,1965,159.2931667374632
China,1965,361.5027588270242
China,1965,103.1022057732638
China,1965,502.2645923299879
China,1965,261.32267503515334
China,1965,143.48620507385954
China,1965,269.42648341067326
China,1965,142.1951040366027
China,1965,137.84468849920603
China,1965,311.8215477391897
China,1965,719.7095450597113
China,1965,91.67403414239358
China,1965,171.74077715348844
China,1965,120.18560802460507
China,1965,15.318451893669648
China,1965,98.57415714560689
China,1965,139.664812757595
China,1965,187.68219001363855
China,1965,86.91332578446341
China,1965,269.66147827425283
